MKOA WA MBEYA ,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Madugu ,331,"Zola ""A""",,1.0,0,2,0,3.7,2.5,6.2,122,2,124
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Madugu ,332," Zola ""B""",,0.5,0,2,0,3.5,2.3,5.8,114,2,116
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Madugu ,333,"Shiwele ""B""",,1.3,0,2,0,3.4,2.3,5.7,110,3,113
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Shuwa,334,Ilanga B,,0.2,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Shuwa,335,Nsagamo,,2.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Shuwa,336,Lupembe,,0.5,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Shuwa,337,Igagu,,1.5,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Shuwa,338,Shuwa C,,0.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Shuwa,339,Isonso,,1.6,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Iyunga Mapinduzi ,Shuwa,340,Ilanga C,,0.2,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Santilya,341,Izosya,,1.7,0,2,0,5.0,3.3,8.3,162,4,166
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Sanje ,342, Mantenga,,1.2,1,0,0,1.5,1.0,2.5,48,2,50
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Sanje ,343, Ilindi,,1.8,0,2,0,4.1,2.7,6.8,132,4,136
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Sanje ,344, Magao,,1.2,0,1,0,2.7,1.8,4.5,86,3,89
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Sanje ,345,Santwinji,,2.9,0,2,0,3.7,2.5,6.2,119,4,123
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Iswago,346, Ntete,,0.8,0,2,0,4.7,3.1,7.8,152,3,155
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Iswago,347,Sindyanga,,1.3,0,2,0,3.4,2.2,5.6,110,2,112
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Iswago,348, Hazumbi,,1.0,0,1,0,1.8,1.2,3.0,57,2,59
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Mpande ,349, Idunda B,,1.1,0,1,0,2.3,1.6,3.9,76,2,78
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Jojo ,350,Horongo,,0.0,0,2,0,12.2,8.2,20.4,402,6,408
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Jojo ,351,Itundu A,,0.0,0,2,0,4.6,3.1,7.7,152,2,154
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Jojo ,352, Itundu B,,0.0,0,2,0,4.7,3.1,7.9,154,3,157
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Jojo ,353,Ilewe A,,2.5,0,2,0,6.4,4.3,10.7,210,4,214
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Nsheha ,354,Nsheha,,0.0,0,1,0,2.3,1.5,3.8,73,2,75
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Isongole,355,Isongole B,,0.9,0,1,0,1.6,1.1,2.7,52,1,53
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Isongole,356,Shizyangule,,1.4,0,2,0,3.5,2.3,5.8,112,3,115
Mbeya,Mbeya,Mbeya DC,Mbeya Vijijini,Santilya,Masyeta ,357,"Masyeta ""B""",,1.1,0,1,0,2.3,1.5,3.8,75,,75
JUMLA NDOGO,,,,,,357,,0.0,422.8,23,450,0,"1,116.6",739.2,"1,855.8","36,702",848,"37,550"
Mbeya,Chunya,Chunya DC,Lupa,Chalangwa,Itumba,1,Simbalivu,,0.0,0,2,0,5.2,3.5,8.7,170,3,173
Mbeya,Chunya,Chunya DC,Lupa,Chalangwa,Isewe,2,Izumbi,,7.0,0,2,0,12.1,8.1,20.2,400,3,403
Mbeya,Chunya,Chunya DC,Lupa,Chalangwa,Isewe,3,Mbilwa,,2.9,0,1,0,1.0,1.0,2.0,20,4,24
Mbeya,Chunya,Chunya DC,Lupa,Sangambi,Sangambi,4,Idendeluka,,6.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Sangambi,Sangambi,5,Mapaliji,,3.6,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Sangambi,Igundu,6,Isoko,,2.0,0,2,0,3.7,2.5,6.2,120,3,123
Mbeya,Chunya,Chunya DC,Lupa,Sangambi,Shoga,7,Ihamba,,0.0,0,1,0,1.6,1.1,2.7,50,3,53
Mbeya,Chunya,Chunya DC,Lupa,Sangambi,Shoga,8,Tukuyu,,3.2,0,1,0,1.6,1.0,2.6,50,2,52
Mbeya,Chunya,Chunya DC,Lupa,Ifumbo,Ifumbo,9,Chikula,,9.3,0,1,0,1.6,1.1,2.7,50,4,54
Mbeya,Chunya,Chunya DC,Lupa,Ifumbo,Lupamarket,10,Mabomba,,2.6,0,1,0,2.4,1.6,4.1,80,1,81
Mbeya,Chunya,Chunya DC,Lupa,Ifumbo,Lupamarket,11,Kasanga,,4.4,0,1,0,1.8,1.2,3.1,60,1,61
Mbeya,Chunya,Chunya DC,Lupa,Kasanga,Soweto,12,Mapapai,,4.4,0,1,0,1.6,1.1,2.7,52,1,53
Mbeya,Chunya,Chunya DC,Lupa,Kasanga,Soweto,13,Kivukoni,,8.4,0,1,0,1.5,1.0,2.6,50,1,51
Mbeya,Chunya,Chunya DC,Lupa,Kasanga,Soweto,14,Mabatini,,6.8,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Kasanga,Mawelu,15,Lupa Bwawani,,8.1,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Kasanga,Mawelu,16,Lupa Mapunga,,2.6,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Chokaa,Mapogoro,17,Ashishila,,4.0,0,2,0,4.0,2.7,6.7,130,3,133
Mbeya,Chunya,Chunya DC,Lupa,Chokaa,Mapogoro,18,Mnyolima,,3.5,0,2,0,3.9,2.6,6.5,125,5,130
Mbeya,Chunya,Chunya DC,Lupa,Chokaa,Mapogoro,19,Wafugaji,,16.1,0,2,0,4.2,2.8,7.0,135,4,139
Mbeya,Chunya,Chunya DC,Lupa,Chokaa,Chokaa,20,Sambilimwaya,,3.4,0,2,0,3.1,2.1,5.2,100,4,104
Mbeya,Chunya,Chunya DC,Lupa,Chokaa,Godima,21,Ikamasi,,2.2,0,1,0,2.8,1.9,4.7,93,1,94
Mbeya,Chunya,Chunya DC,Lupa,Chokaa,Godima,22,Mwankonyonto,,2.6,0,1,0,2.7,1.8,4.6,90,1,91
Mbeya,Chunya,Chunya DC,Lupa,Chokaa,Godima,23,Saitunduma,,4.9,0,2,0,3.7,2.5,6.2,123,1,124
Mbeya,Chunya,Chunya DC,Lupa,Mamba,Mtande,24,Magunga,,0.0,0,1,0,1.9,1.3,3.2,60,3,63
Mbeya,Chunya,Chunya DC,Lupa,Mamba,Mtande,25,Mabatini,,4.0,0,1,0,2.2,1.4,3.6,70,2,72
Mbeya,Chunya,Chunya DC,Lupa,Mamba,Mamba,26,Mandumbwini,,11.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Mamba,Mtande,27,Ijiwa,,7.7,0,1,0,1.6,1.1,2.7,50,3,53
Mbeya,Chunya,Chunya DC,Lupa,Mamba,Mapinduzi,28,Ngwangu,,21.7,0,2,0,3.1,2.0,5.1,100,2,102
Mbeya,Chunya,Chunya DC,Lupa,Upendo,Upendo,29,Kitete,,0.0,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Chunya,Chunya DC,Lupa,Upendo,Upendo,30,Mbugani,,10.1,1,0,0,1.4,0.9,2.4,45,2,47
Mbeya,Chunya,Chunya DC,Lupa,Upendo,Lola,31,Ilula,,7.8,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Upendo,Lola,32,Lola,,3.6,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Upendo,Lola,33,Mapiti,,2.3,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Upendo,Nkwangu,34,Malangali,,3.8,1,0,0,1.5,1.0,2.5,49,1,50
Mbeya,Chunya,Chunya DC,Lupa,Upendo,Nkwangu,35,Kisungu,,11.0,1,0,0,1.4,0.9,2.4,45,2,47
Mbeya,Chunya,Chunya DC,Lupa,Upendo,Nkwangu,36,Kasisi,,9.7,1,0,0,1.5,1.0,2.5,48,2,50
Mbeya,Chunya,Chunya DC,Lupa,Lupa,Lyeselo,37,Ngonilima,,0.8,0,2,0,3.2,2.1,5.3,102,3,105
Mbeya,Chunya,Chunya DC,Lupa,Lupa,Lyeselo,38,Songambele.,,4.7,1,0,0,1.1,0.7,1.9,35,2,37
Mbeya,Chunya,Chunya DC,Lupa,Lupa,Lyeselo,39,Legeza Mwendo,,8.0,0,1,0,1.5,1.5,4.0,40,4,44
Mbeya,Chunya,Chunya DC,Lupa,Lupa,Lyeselo,40,Mapambano,,3.3,0,1,0,1.5,1.5,4.0,40,4,44
Mbeya,Chunya,Chunya DC,Lupa,Lupa,Ifuma,41,Kazaroho,,4.0,0,1,0,3.0,2.0,5.0,95,4,99
Mbeya,Chunya,Chunya DC,Lupa,Lupa,Ifuma,42,Kagera,,0.0,0,1,0,2.8,1.9,4.7,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Lupa,Lupatingatinga,43,Mtukula,,5.3,0,2,0,3.1,2.1,5.2,100,4,104
Mbeya,Chunya,Chunya DC,Lupa,Nkung置ngu,Majengo,44,Mtakuja,,4.0,0,2,0,6.7,4.5,11.2,217,6,223
Mbeya,Chunya,Chunya DC,Lupa,Nkung置ngu,Majengo,45,Itagata,,7.6,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Nkung置ngu,Nkung置ngu,46,Lukarya,,5.8,0,2,0,6.1,4.1,10.2,200,4,204
Mbeya,Chunya,Chunya DC,Lupa,Nkung置ngu,Magunga,47,Kinyampuma,,6.1,0,2,0,3.1,2.1,5.2,100,3,103
Mbeya,Chunya,Chunya DC,Lupa,Nkung置ngu,Magunga,48,Ukombozi,,2.7,0,2,0,4.3,2.9,7.2,140,3,143
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Lualaje,49,Sumbwe,,1.9,1,0,0,1.2,0.8,2.1,40,1,41
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Lualaje,50,Kabuta,,0.7,0,2,0,9.1,6.1,15.2,300,4,304
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Lualaje,51,Itete,,1.3,0,1,0,2.2,1.5,3.7,70,4,74
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Lualaje,52,Kitakwa,,2.5,0,2,0,4.6,3.1,7.7,150,4,154
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Lualaje,53,Ikingo,,2.0,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Lualaje,54,Kiselu,,1.0,0,2,0,4.6,3.1,7.7,150,4,154
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Lualaje,55,Mpembe Magh.,,17.0,0,2,0,4.6,3.1,7.7,150,3,153
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Mwiji,56,Mwiji  C,,0.0,1,0,0,0.8,0.5,1.3,25,1,26
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Mwiji,57,Mwiji  D,,0.0,1,0,0,0.6,0.4,1.1,20,1,21
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Mwiji,58,Isote,,5.0,1,0,0,0.6,0.4,1.0,18,1,19
Mbeya,Chunya,Chunya DC,Lupa,Lualaje,Mwiji,59,Mtakuja,,9.3,1,0,0,0.5,0.3,0.8,15,1,16
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Mtanila,60,Kawisunge,,11.9,0,1,0,1.7,1.1,2.8,50,5,55
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Mtanila,61,Mtanila C,,0.9,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Mtanila,62,Manolo,,12.2,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Igangwe,63,Lupuju,,10.8,1,0,0,0.6,0.4,1.1,1,20,21
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Igangwe,64,Shauri Moyo,,12.3,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Kalangali,65,Itigi,,0.0,1,0,0,1.4,0.9,2.4,45,2,47
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Kalangali,66,Konde,,3.9,1,0,0,0.5,0.3,0.8,15,1,16
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Kalangali,67,Ilolo,,1.9,1,0,0,1.2,0.8,2.1,40,1,41
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Kalangali,68,Majengo,,4.7,0,2,0,8.5,5.7,14.2,280,4,284
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Kalangali,69,Kasasya,,0.0,0,2,0,6.2,4.1,10.3,200,6,206
Mbeya,Chunya,Chunya DC,Lupa,Mtanila,Kalangali,70,Ndola,,0.0,0,2,0,7.7,5.2,12.9,250,8,258
Mbeya,Chunya,Chunya DC,Lupa,Matwiga,Matwiga,71,Konde,,10.4,0,1,0,1.7,1.1,2.8,50,5,55
Mbeya,Chunya,Chunya DC,Lupa,Matwiga,Matwiga,72,Moyo,,7.3,0,2,0,3.3,2.2,5.5,108,2,110
Mbeya,Chunya,Chunya DC,Lupa,Matwiga,Matwiga,73,Mlimani.,,5.7,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Chunya,Chunya DC,Lupa,Matwiga,Matwiga,74,Ilindi,,0.0,0,2,0,8.2,5.5,13.7,270,4,274
Mbeya,Chunya,Chunya DC,Lupa,Matwiga,Mazimbo,75,Kiyombo,,0.0,0,2,0,4.0,2.7,6.7,130,3,133
Mbeya,Chunya,Chunya DC,Lupa,Mafyeko,Mafyeko,76,Mafyeko  C,,0.0,0,2,0,9.0,6.0,15.1,296,5,301
Mbeya,Chunya,Chunya DC,Lupa,Mafyeko,Mafyeko,77,Mafyeko  D,,0.0,0,2,0,17.9,11.9,29.9,592,5,597
Mbeya,Chunya,Chunya DC,Lupa,Mafyeko,Mafyeko,78,Tulieni,,4.7,0,2,0,6.5,4.3,10.9,215,2,217
Mbeya,Chunya,Chunya DC,Lupa,Mafyeko,Bitimanyanga,79,Bitimanyanga  E,,4.6,0,1,0,1.6,1.0,2.6,50,2,52
Mbeya,Chunya,Chunya DC,Lupa,Mafyeko,Bitimanyanga,80,IDodoma,,10.4,0,2,0,6.1,4.1,10.2,200,4,204
Mbeya,Chunya,Chunya DC,Lupa,Kambikatoto,Kambikatoto,81,Kibaoni,,0.7,0,2,0,7.7,5.2,12.9,250,8,258
Mbeya,Chunya,Chunya DC,Lupa,Kambikatoto,Kambikatoto,82,Laini,,0.0,0,2,0,6.9,4.6,11.5,225,4,229
Mbeya,Chunya,Chunya DC,Lupa,Kambikatoto,Kambikatoto,83,Iwolelo,,6.5,0,2,0,6.1,4.1,10.2,200,4,204
Mbeya,Chunya,Chunya DC,Lupa,Kambikatoto,Sipa,84,Majiweni,,0.0,1,0,0,0.8,0.5,1.3,25,1,26
Mbeya,Chunya,Chunya DC,Lupa,Kambikatoto,Sipa,85,Mwamasesa,,0.0,0,1,0,1.5,1.0,2.6,50,1,51
Mbeya,Chunya,Chunya DC,Lupa,Makongolosi,Makongolosi TC,86,Songambele.,,0.0,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Bwawani,Makongolosi TC,87,Kitete,,2.2,0,1,0,2.5,1.5,4.0,90,4,94
Mbeya,Chunya,Chunya DC,Lupa,Bwawani,Makongolosi TC,88,Kipoka,,0.0,0,2,0,4.6,3.1,7.7,150,3,153
Mbeya,Chunya,Chunya DC,Lupa,Matundasi,Makongolosi TC,89,Makatag'ombe,,0.0,0,2,0,4.6,3.1,7.7,150,4,154
Mbeya,Chunya,Chunya DC,Lupa,Matundasi,Makongolosi TC,90,Nanyuki,,7.0,1,0,0,1.4,0.9,2.4,45,2,47
Mbeya,Chunya,Chunya DC,Lupa,Matundasi,Makongolosi TC,91,Nzingwa,,8.5,1,0,0,0.9,0.6,1.6,30,1,31
Mbeya,Chunya,Chunya DC,Lupa,Mkola,Makongolosi TC,92,Gepu,,0.8,1,0,0,1.1,0.7,1.8,35,1,36
JUMLA NDOGO,,,,,,92,92.0,0.0,421.0,18,108,0,304.8,202.2,509.1,"9,990",299,"10,289"
JUMLA KUU,,,,,,,92,40.4,"1,648.0",132,"1,141",0,"3,316.8","2,210.2","5,528.9","107,215","2,472","109,687"
